phase,n,method,status,resource_type,content_type,bytes,body_file,url,post_data
0_warmup,33,GET,200,script,application/javascript,386769,033_cdn_moe_webSdk.min.latest.js_bef0be.txt,https://cdn.moengage.com/release/dc_1/versions/2/moe_webSdk.min.latest.js,
0_warmup,34,GET,200,script,application/javascript,665338,,https://www.bayut.eg/metrics/?id=GTM-5C6LD95&l=dataLayer,
0_warmup,35,POST,200,fetch,application/json,3616,035_www_search_445038.json,https://www.bayut.eg/api/truBroker/search,"{""page"":1,""sortBy"":""random"",""language"":""ar"",""hitsPerPage"":4,""isTruBroker"":""1"",""userLanguages"":null,""agentExternalID"":null,""category"":""total"",""purpose"":null,""locationsWithAds"":[],""completionStatus"":null,""propertyTypes"":null,""rankingField"":""top_combo_trubroker_first_ranking"",""rankingInterval"":{""min"":1,""max"":null},""xpField"":""combo_xp_frontend"",""xpRange"":null,""activeInEmirate"":""""}"
0_warmup,36,GET,200,script,application/javascript,5043,036_s_core.js_db1f1e.txt,https://s.pinimg.com/ct/core.js,
0_warmup,37,GET,200,script,application/javascript,596081,,https://www.bayut.eg/metrics/SI3K6bRXyN5S9zhIqie2PIdLEwq_QCdFdYpwVkuWaW196F9V,
0_warmup,43,GET,200,script,application/javascript,484644,,https://www.bayut.eg/metrics/SI2S9LRV5pck8Ts8wyXCXvsqDF_yTXZFcYYgCFmUKzgq7JC26AC_X1U,
0_warmup,43,GET,200,script,application/javascript,138912,043_s_main.e47a302d.js_0c6a2a.txt,https://s.pinimg.com/ct/lib/main.e47a302d.js,
0_warmup,43,GET,200,script,application/javascript,4910,043_tags_bvcCsOvOmDY5XLuGvxDt.js_cb10ce.txt,https://tags.creativecdn.com/bvcCsOvOmDY5XLuGvxDt.js,
0_warmup,43,GET,200,script,application/javascript,59319,043_sc-static_scevent.min.js_7a9fc2.txt,https://sc-static.net/scevent.min.js,
0_warmup,44,POST,200,fetch,application/json,37684,044_ll8iz711cs-dsn_queries_1c94a6.json,https://ll8iz711cs-dsn.algolia.net/1/indexes/*/queries?x-algolia-agent=strat-bayut-eg-prod-fec%2Fb614a2b5&x-algolia-api-key=07de0a8209b2f3cd921152dfe39310a9&x-algolia-application-id=LL8IZ711CS,"{""requests"":[{""indexName"":""bayut-eg-production-agencies-ar"",""params"":""page=0&hitsPerPage=24&query=&optionalWords=&facets=%5B%5D&maxValuesPerFacet=10&attributesToHighlight=%5B%5D&attributesToRetrieve=%5B%22id%22%2C%22name%22%2C%22externalID%22%2C%22logo%22%2C%22agentsCount%22%2C%22branchesCount%22%2C%22locations%22%2C%22slug%22%2C%22stats%22%2C%22phoneNumber%22%2C%22isFeatured%22%5D&filters=isFeatured%3Atrue%20AND%20(type%3A%22agency%22)&numericFilters=stats.adsCount%3E%3D1""}]}"
0_warmup,44,GET,200,script,application/javascript,56861,044_snap_insight.min.js_8b6988.txt,https://snap.licdn.com/li.lms-analytics/insight.min.js,
0_warmup,44,POST,200,fetch,application/json,10396,044_ll8iz711cs-dsn_queries_1c94a6.json,https://ll8iz711cs-dsn.algolia.net/1/indexes/*/queries?x-algolia-agent=strat-bayut-eg-prod-fec%2Fb614a2b5&x-algolia-api-key=07de0a8209b2f3cd921152dfe39310a9&x-algolia-application-id=LL8IZ711CS,"{""requests"":[{""indexName"":""bayut-eg-production-agents-ar"",""params"":""page=0&hitsPerPage=4&query=&optionalWords=&facets=%5B%5D&maxValuesPerFacet=100&attributesToHighlight=%5B%5D&attributesToRetrieve=%5B%22*%22%5D&filters=(externalID%3A%2200000000-71b2-801f-8000-024213371337%22%20OR%20externalID%3A%222156730d-75d4-4972-b07e-d48145a8d7fa%22%20OR%20externalID%3A%2200000000-62bf-801f-8000-024213371337%22%20OR%20externalID%3A%2200000000-8239-801f-8000-024213371337%22)&numericFilters=""}]}"
0_warmup,45,GET,200,script,application/javascript,8975,045_analytics_events.js_5689ff.txt,https://analytics.tiktok.com/i18n/pixel/events.js?sdkid=CJ923JJC77U6MVP8AB9G&lib=ttq,
0_warmup,46,GET,200,script,application/javascript,53632,046_snap_insight.old.min.js_46616b.txt,https://snap.licdn.com/li.lms-analytics/insight.old.min.js,
0_warmup,47,GET,200,xhr,application/json,398,047_ct_root_e9e284.json,https://ct.pinterest.com/user/?tid=2613155939643&pd=%7B%22np%22%3A%22gtm%22%2C%22gtm_version%22%3A%22legacy%22%2C%22pin_unauth%22%3A%22dWlkPVpXTXdNbVkwWTJRdE9UTmxNeTAwTkdZNUxXRTRZelF0WVRGa1pHTXhNbUk1WTJFMQ%22%7D&cb=1787412774721&dep=2%2CPAGE_LOAD,
0_warmup,48,GET,200,script,application/javascript,497435,,https://analytics.tiktok.com/i18n/pixel/static/main.MTgxMDg1OGQ1MQ.js,
0_warmup,49,GET,200,script,application/javascript,208,049_tr_7f73296d-ab4a-4807-85d0-3010ef7124b5.js_088fb2.txt,https://tr.snapchat.com/config/eg/7f73296d-ab4a-4807-85d0-3010ef7124b5.js?v=3.60.0-2608111919,
0_warmup,50,GET,200,script,application/javascript,155566,050_analytics_identify_ea043f1c.js_43aa89.txt,https://analytics.tiktok.com/i18n/pixel/static/identify_ea043f1c.js,
0_warmup,51,POST,200,ping,,0,,https://tr6.snapchat.com/p,"{""ctx"":{""bt"":""1d53c387"",""c1"":""68332c25-50d9-4da7-9bdf-4a72ea74c994"",""lc"":""265a6013-6507-456f-b68b-a9d6187a3d27"",""ls"":""fd4b6e0e-e424-480d-82ff-c6326a9fd45e"",""r"":""0554c5ac-2104-4180-ab8f-7973cd0b03cb"",""si"":""wQ9oMywlUNmvpyXfSnLqdMmUJMtTao5ABWr3vvTK_UtuDuQkAA08_8Yyap_UXrnTlUMSm4Eqd9l5N-KyrpHVjLu0Kus5ONvZaUquStXpl10BFSZaYBNlB29v_Iup1hh6PSfi4pdrJ9jWugVUxawhBIyA5Y95c80LA8vB7Pz09Ts"",""ss"":""e2b2ae91-d58c-4cb4-84eb-3938dbd9694a"",""bg"":false,""df"":true,""mtp"":0,""sh"":900,""sw"":1440,""ua"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36"",""url"":""https://www.bayut.eg/"",""v"":""3.60.0-2608111919"",""a"":[12,174,175,175,1],""p"":[788,1275,592,0,2653],""pv"":2,""rd"":3266,""sa"":1787412774759,""sps"":613,""ts"":1787412775373,""d_a"":""x86"",""d_bvs"":""[,{\""brand\"":\""Not=A?Brand\"",\""version\"":\""99.0.0.0\""}{\""brand\"":\""Google Chrome\"",\""version\"":\""151.0.7922.173\""}{\""brand\"":\""Chromium\"",\""version\"":\""151.0.7922.173\""}]"",""d_ot"":""Windows"",""d_os"":""10.0.0"",""huah"":true},""req"":[{""i"":{""pids"":[""7f73296d-ab4a-4807-85d0-3010ef7124b5""]},""del"":16}],""u_scsid"":""e2b2ae91-d58c-4cb4-84eb-3938dbd9694a""}"
0_warmup,52,GET,200,xhr,application/json,2,052_px_attribution_trigger_17c59e.json,https://px.ads.linkedin.com/attribution_trigger?pid=5908977&time=1787412775097&url=https%3A%2F%2Fwww.bayut.eg%2F,
0_warmup,53,POST,200,ping,,0,,https://tr.snapchat.com/p,"{""ctx"":{""bt"":""1d53c387"",""c1"":""68332c25-50d9-4da7-9bdf-4a72ea74c994"",""lc"":""265a6013-6507-456f-b68b-a9d6187a3d27"",""ls"":""fd4b6e0e-e424-480d-82ff-c6326a9fd45e"",""r"":""fac13846-46be-48f2-8f70-44f89ec77386"",""si"":""wQ9oMywlUNmvpyXfSnLqdMmUJMtTao5ABWr3vvTK_UtuDuQkAA08_8Yyap_UXrnTlUMSm4Eqd9l5N-KyrpHVjLu0Kus5ONvZaUquStXpl10BFSZaYBNlB29v_Iup1hh6PSfi4pdrJ9hqdfrBOEZGvvXyunBE-J7Hc4a2WW-eG74"",""ss"":""e2b2ae91-d58c-4cb4-84eb-3938dbd9694a"",""bg"":false,""df"":true,""mtp"":0,""sh"":900,""sw"":1440,""ua"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36"",""url"":""https://www.bayut.eg/"",""v"":""3.60.0-2608111919"",""a"":[12,174,175,175,1],""p"":[788,1275,592,0,2653],""pv"":2,""rd"":3467,""sa"":1787412774759,""sps"":814,""ts"":1787412775574,""d_a"":""x86"",""d_bvs"":""[,{\""brand\"":\""Not=A?Brand\"",\""version\"":\""99.0.0.0\""}{\""brand\"":\""Google Chrome\"",\""version\"":\""151.0.7922.173\""}{\""brand\"":\""Chromium\"",\""version\"":\""151.0.7922.173\""}]"",""d_ot"":""Windows"",""d_os"":""10.0.0"",""huah"":true},""req"":[{""log"":{""name"":""TPFA"",""message"":""event_type"",""pids"":[""7f73296d-ab4a-4807-85d0-3010ef7124b5""],""stack"":""    at Nt (https://sc-static.net/scevent.min.js:2:6415)\n    at pa (https://sc-static.net/scevent.min.js:2:35167)\n    at ka (https://sc-static.net/scevent.min.js:2:37879)\n    at https://sc-static.net/scevent.min.js:2:39341\n    at https://sc-static.net/scevent.min.js:2:4817\n    at y (https://sc-static.net/scevent.min.js:2:2806)\n    at s (https://sc-static.net/scevent.min.js:2:4794)\n    at y (https://sc-static.net/scevent.min.js:2:2806)\n    at c.send (https://sc-static.net/scevent.min.js:2:5102)\n    at y (https://sc-static.net/scevent.min.js:2:2806)\n    at https://sc-static.net/scevent.min.js:2:17696\n    at o (https://www.bayut.eg/assets/8936.ef41244b9a7ebab6.js:2:4883)""},""del"":217},{""md"":{""md"":[{""tagProtocol"":3,""tagData"":{""og:title"":""المنصة العقارية الرائدة في مصر | بيوت مصر""}},{""tagProtocol"":3,""tagData"":{""og:description"":""ابحث عن عقارات للبيع أو للإيجار على موقع بيوت ، منص"
0_warmup,54,POST,204,fetch,,0,,https://px.ads.linkedin.com/wa/?medium=fetch&fmt=g,H4sIAAAAAAAACj2QwU7CMBzGX2X5nzth0NmtNw5KlngwsnAxxnRbB41bmWsXQ5CDRozhQUS8GA4cfJP2bcxEPP6+L/nly7eASmQK6LUfdoOQkBsEKq1Fpce8VmImgfa7AQItSg7UIwHBXo8Q38chgmxWMiGBQsLmjT7hE0DQ1AVQmGpdKdrpHIsOIKjYhMdCFxwomI19sSv7avZm67Rgvu2z2ZidXR+DndmYd/Nlto59smvHrsze7JxHx3zYtX0zn38JIHjgiRKaj8REsuKK3zdc6SgDCsTz0z72AreXhLkbesRzuwwnbnqa9zOe456HMSAQKq6ZVAXTPAOas0JxBIU4ZwcLtDAUTOoDlEKlQBdQqWSkmeZAXbxsLRdC3vEskoOq+tdMeQlUNkWBQP3ui+dVe8DlYHh2O45GUQzLH4W9+P2DAQAA
0_warmup,55,POST,200,fetch,application/json,150,055_ams_v2_882f74.json,https://ams.creativecdn.com/tags/v2?type=json,"{""v"":""v0.2.1"",""sr"":"""",""su"":""https://www.bayut.eg/"",""th"":""bvcCsOvOmDY5XLuGvxDt"",""tags"":[{""eventType"":""home""},{""eventType"":""custom"",""name"":""language"",""value"":""ar""},{""eventType"":""uid"",""id"":""1513591719.1787411506"",""expiryDate"":""2027-08-22T15:32:54.748Z""},{""eventType"":""lid"",""id"":""RXzMzsTREv8NP2VSBwGN"",""expiryDate"":""2027-08-22T15:32:54.749Z""}]}"
0_warmup,56,POST,200,ping,,0,,https://analytics.tiktok.com/api/v2/pixel,"{""event"":""Pageview"",""event_id"":"""",""message_id"":""messageId-1787412775331-1837636516263-CJ923JJC77U6MVP8AB9G"",""is_onsite"":false,""timestamp"":""2026-08-22T15:32:55.331Z"",""context"":{""ad"":{""sdk_env"":""external"",""jsb_status"":2},""device"":{""platform"":""pc""},""user"":{""anonymous_id"":""01M0N0FV89SBHQATGHAT1ETJ5T_.tt.1""},""pixel"":{""code"":""CJ923JJC77U6MVP8AB9G"",""runtime"":""1""},""page"":{""url"":""https://www.bayut.eg/"",""referrer"":"""",""load_progress"":""1""},""library"":{""name"":""pixel.js"",""version"":""2.2.1""},""session_id"":""bf0917de-9e3e-11f1-a94d-2eefbdba528d::d3kbsKdedMjMg3s832FE-CJ923JJC77U6MVP8AB9G"",""pageview_id"":""bf0917de-9e3e-11f1-a94d-2eefbdba528d-_Z_9u.0.0::bf0905e5-9e3e-11f1-a94d-2eefbdba528d-CJ923JJC77U6MVP8AB9G"",""variation_id"":""traffic_1,traffic_4::default"",""csid"":""1787411557647::EyUS07Bt3-2kyLGTC0P8"",""page_csid"":""1787411557648::G5pmGJ5pMpxIdXtiXYIk"",""csct"":1,""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36""},""_inspection"":{""ppf"":[{""id"":7,""d"":24800,""f"":[{""id"":19,""d"":0},{""id"":1,""d"":700},{""id"":19,""d"":0},{""id"":2,""d"":7400},{""id"":18,""d"":100},{""id"":15,""d"":1800},{""id"":7,""d"":200},{""id"":6,""d"":4500},{""id"":8,""d"":0},{""id"":9,""d"":0},{""id"":11,""d"":300},{""id"":4,""d"":8400},{""id"":22,""d"":2900},{""id"":3,""d"":11700},{""id"":19,""d"":0},{""id"":16,""d"":100},{""id"":17,""d"":0}]}],""vids"":""76627535,76869011"",""inter_id"":""1.1214459.1217680::0.0.0.0::106768.6.436""},""properties"":{""website_section"":""Buy"",""pagetype"":""home""},""signal_diagnostic_labels"":{""raw_email"":{""label"":""missing""},""raw_auto_email"":{""label"":""missing""},""raw_phone"":{""label"":""missing""},""raw_auto_phone"":{""label"":""missing""},""hashed_email"":{""label"":""missing""},""hashed_phone"":{""label"":""missing""},""raw_eb_email"":{""label"":""missing""},""raw_eb_phone"":{""label"":""missing""},""hashed_eb_email"":{""label"":""missing""},""hashed_eb_phone"":{""label"":""missing""}}}"
0_warmup,57,POST,200,ping,,0,,https://analytics-ipv6.tiktokw.us/ipv6/enrich_ipv6,"{""event"":""EnrichIpv6"",""event_id"":"""",""message_id"":""messageId-1787412775331-1837636516263-CJ923JJC77U6MVP8AB9G#source=2"",""is_onsite"":false,""timestamp"":""2026-08-22T15:32:55.331Z"",""context"":{""ad"":{""sdk_env"":""external"",""jsb_status"":2},""device"":{""platform"":""pc""},""user"":{""anonymous_id"":""01M0N0FV89SBHQATGHAT1ETJ5T_.tt.1""},""pixel"":{""code"":""CJ923JJC77U6MVP8AB9G"",""runtime"":""1""},""page"":{""url"":""https://www.bayut.eg/"",""referrer"":"""",""load_progress"":""1""},""library"":{""name"":""pixel.js"",""version"":""2.2.1""},""session_id"":""bf0917de-9e3e-11f1-a94d-2eefbdba528d::d3kbsKdedMjMg3s832FE-CJ923JJC77U6MVP8AB9G"",""pageview_id"":""bf0917de-9e3e-11f1-a94d-2eefbdba528d-_Z_9u.0.0::bf0905e5-9e3e-11f1-a94d-2eefbdba528d-CJ923JJC77U6MVP8AB9G"",""variation_id"":""traffic_1,traffic_4::default"",""csid"":""1787411557647::EyUS07Bt3-2kyLGTC0P8"",""page_csid"":""1787411557648::G5pmGJ5pMpxIdXtiXYIk"",""csct"":1,""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36""},""_inspection"":{""ppf"":[{""id"":7,""d"":24800,""f"":[{""id"":19,""d"":0},{""id"":1,""d"":700},{""id"":19,""d"":0},{""id"":2,""d"":7400},{""id"":18,""d"":100},{""id"":15,""d"":1800},{""id"":7,""d"":200},{""id"":6,""d"":4500},{""id"":8,""d"":0},{""id"":9,""d"":0},{""id"":11,""d"":300},{""id"":4,""d"":8400},{""id"":22,""d"":2900},{""id"":3,""d"":11700},{""id"":19,""d"":0},{""id"":16,""d"":100},{""id"":17,""d"":0}]}],""vids"":""76627535,76869011"",""inter_id"":""1.1214459.1217680::0.0.0.0::106768.6.436""},""properties"":{""website_section"":""Buy"",""pagetype"":""home""},""signal_diagnostic_labels"":{""raw_email"":{""label"":""missing""},""raw_auto_email"":{""label"":""missing""},""raw_phone"":{""label"":""missing""},""raw_auto_phone"":{""label"":""missing""},""hashed_email"":{""label"":""missing""},""hashed_phone"":{""label"":""missing""},""raw_eb_email"":{""label"":""missing""},""raw_eb_phone"":{""label"":""missing""},""hashed_eb_email"":{""label"":""missing""},""hashed_eb_phone"":{""label"":""missing""}},""trigger_event"":""Pageview""}"
0_warmup,58,POST,200,ping,,0,,https://analytics.tiktok.com/api/v2/pixel/act,"{""event_id"":"""",""message_id"":""messageId-1787412775558-4916797889390"",""is_onsite"":false,""timestamp"":""2026-08-22T15:32:55.558Z"",""context"":{""ad"":{""sdk_env"":""external"",""jsb_status"":2},""device"":{""platform"":""pc""},""user"":{""anonymous_id"":""01M0N0FV89SBHQATGHAT1ETJ5T_.tt.1""},""pixel"":{""code"":""CJ923JJC77U6MVP8AB9G"",""runtime"":""1"",""codes"":""CJ923JJC77U6MVP8AB9G""},""page"":{""url"":""https://www.bayut.eg/"",""referrer"":"""",""load_progress"":""1""},""library"":{""name"":""pixel.js"",""version"":""2.2.1""},""session_id"":""bf0917de-9e3e-11f1-a94d-2eefbdba528d::d3kbsKdedMjMg3s832FE"",""pageview_id"":""bf0917de-9e3e-11f1-a94d-2eefbdba528d-_Z_9u.0.0::bf0905e5-9e3e-11f1-a94d-2eefbdba528d"",""variation_id"":""traffic_1,traffic_4::default"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36"",""index"":0,""sessions"":[{""csid"":""1787411557647::EyUS07Bt3-2kyLGTC0P8"",""page_csid"":""1787411557648::G5pmGJ5pMpxIdXtiXYIk"",""csct"":1,""pixel_code"":""CJ923JJC77U6MVP8AB9G""}]},""_inspection"":{""ppf"":[{""id"":6,""d"":5800,""f"":[{""id"":25,""d"":0}]}],""vids"":""76627535,76869011"",""inter_id"":""1.1214459.1217680::0.0.0.0::106768.6.436""},""properties"":{},""signal_diagnostic_labels"":{""raw_email"":{""label"":""missing""},""raw_auto_email"":{""label"":""missing""},""raw_phone"":{""label"":""missing""},""raw_auto_phone"":{""label"":""missing""},""hashed_email"":{""label"":""missing""},""hashed_phone"":{""label"":""missing""},""raw_eb_email"":{""label"":""missing""},""raw_eb_phone"":{""label"":""missing""},""hashed_eb_email"":{""label"":""missing""},""hashed_eb_phone"":{""label"":""missing""}},""action"":""Metadata"",""auto_collected_properties"":{""page_trigger"":""PageView"",""content_data"":{""open_graph"":""{\""og:title\"":\""المنصة العقارية الرائدة في مصر | بيوت مصر\"",\""twitter:card\"":\""summary_large_image\"",\""twitter:site\"":\""@bayut\"",\""twitter:title\"":\""المنصة العقارية الرائدة في مصر | بيوت مصر\"",\""og:description\"":\""ابحث عن عقارات للبيع أو للإيجار على موقع بيوت ، منصة بيع العقارات الرائدة في مصر\"",\""twitter:description\"":\""ابحث عن عقارات للبيع أو للإيجار على موقع بيو"
0_warmup,59,GET,200,script,application/javascript,4193,059_ct_token_create.js_2d22cc.txt,https://ct.pinterest.com/static/ct/token_create.js,
0_warmup,60,GET,200,script,text/javascript,28653,060_www_keycloakAuthDialog.d8bee0018fdf17cb.js_bd52a1.txt,https://www.bayut.eg/assets/keycloakAuthDialog.d8bee0018fdf17cb.js,
0_warmup,61,GET,200,script,text/javascript,41864,061_www_phoneValidationDialog.253f6648d29f0306.js_ef5dc2.txt,https://www.bayut.eg/assets/phoneValidationDialog.253f6648d29f0306.js,
0_warmup,62,GET,200,document,text/html,565,062_ct_ct.html_9806b3.txt,https://ct.pinterest.com/ct.html,
A_search,63,GET,200,other,image/png,0,,https://www.bayut.eg/assets/favicon-32x32.199e55d52c6c29b4.png,
A_search,64,POST,200,ping,,0,,https://tr.snapchat.com/p,"{""ctx"":{""bt"":""1d53c387"",""c1"":""68332c25-50d9-4da7-9bdf-4a72ea74c994"",""lc"":""265a6013-6507-456f-b68b-a9d6187a3d27"",""ls"":""fd4b6e0e-e424-480d-82ff-c6326a9fd45e"",""r"":""68572308-ccbe-4d0e-a48c-d42a399cdd37"",""si"":""wQ9oMywlUNmvpyXfSnLqdMmUJMtTao5ABWr3vvTK_UtuDuQkAA08_8Yyap_UXrnTlUMSm4Eqd9l5N-KyrpHVjLu0Kus5ONvZaUquStXpl10BFSZaYBNlB29v_Iup1hh6PSfi4pdrJ9jVJmhXIwjMvgYO64zUKjmc3Tck71pQluY"",""ss"":""e2b2ae91-d58c-4cb4-84eb-3938dbd9694a"",""bg"":true,""df"":true,""mtp"":0,""sh"":900,""sw"":1440,""ua"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36"",""url"":""https://www.bayut.eg/"",""v"":""3.60.0-2608111919"",""a"":[12,174,175,175,1],""p"":[788,1275,592,4003,2653],""pv"":2,""rd"":4803,""sa"":1787412774759,""sps"":2150,""ts"":1787412776910,""d_a"":""x86"",""d_bvs"":""[,{\""brand\"":\""Not=A?Brand\"",\""version\"":\""99.0.0.0\""}{\""brand\"":\""Google Chrome\"",\""version\"":\""151.0.7922.173\""}{\""brand\"":\""Chromium\"",\""version\"":\""151.0.7922.173\""}]"",""d_ot"":""Windows"",""d_os"":""10.0.0"",""huah"":true},""req"":[{""md"":{""pids"":[""7f73296d-ab4a-4807-85d0-3010ef7124b5""],""psc"":2,""ms"":3},""del"":0}],""u_scsid"":""e2b2ae91-d58c-4cb4-84eb-3938dbd9694a""}"
A_search,67,GET,200,script,text/javascript,231378,067_www_main.messages.b614a2b5e0aec0d045c61749c4688b23476d8b7e.js_99047d.txt,https://www.bayut.eg/assets/locale/en/main.messages.b614a2b5e0aec0d045c61749c4688b23476d8b7e.js,
A_search,87,GET,200,script,text/javascript,153673,087_www_browser.js_70961e.txt,https://www.bayut.eg/.humbucker/clients/browser.js?v=1&client=strat-bayut-eg-production,
